trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client
226,,Dapaong,186.0,3.8,,6460.0,63.0,60.0,Standard,Mercredi,Après-midi,Mauvaise,43.2,1
227,Atakpamé,Sokodé,355.0,11.9,93.0,9621.0,26.0,50.0,Standard,Mercredi,Après-midi,,35.2,5
228,Sokodé,Kara,143.0,4.8,43.0,9942.0,,,VIP,Jeudi,Après-midi,Bonne,,5
229,Tsévié,Dapaong,136.0,3.2,,4752.0,13.0,60.0,Standard,Mercredi,Soir,Mauvaise,33.3,4
230,Kara,Atakpamé,96.0,2.8,11.0,,56.0,,Climatisé,Jeudi,Après-midi,Bonne,,1
231,Tsévié,Sokodé,,10.7,76.0,2194.0,,60.0,VIP,Mercredi,Matin,,21.3,1
232,Kara,Sokodé,182.0,4.1,157.0,2117.0,57.0,70.0,Climatisé,Samedi,Matin,Moyenne,36.1,2
233,Kara,Tsévié,61.0,4.9,143.0,,30.0,40.0,VIP,Vendredi,Après-midi,Mauvaise,37.0,2
234,Sokodé,Kara,521.0,4.7,121.0,8827.0,43.0,70.0,VIP,Lundi,Soir,Moyenne,,3
235,Sokodé,Kara,407.0,9.4,139.0,4803.0,63.0,50.0,Standard,Lundi,Soir,Bonne,71.4,4
236,,Sokodé,587.0,10.7,174.0,10976.0,53.0,50.0,Standard,Jeudi,Après-midi,Moyenne,76.1,4
237,Sokodé,Tsévié,615.0,4.2,,7322.0,30.0,,Standard,Mercredi,Après-midi,Bonne,35.5,3
238,Lomé,Lomé,564.0,3.0,,10398.0,56.0,30.0,Climatisé,Samedi,Après-midi,Moyenne,30.7,4
239,Tsévié,Tsévié,613.0,9.0,69.0,,66.0,70.0,,Mardi,Matin,Moyenne,78.9,2
240,Lomé,Atakpamé,605.0,6.4,147.0,2144.0,59.0,60.0,Climatisé,Vendredi,Après-midi,Bonne,61.7,2
241,Kara,,623.0,2.5,60.0,9275.0,56.0,70.0,Climatisé,Lundi,Après-midi,Bonne,27.9,5
242,Atakpamé,Sokodé,229.0,5.9,10.0,8731.0,60.0,40.0,VIP,Mardi,Soir,Bonne,55.0,1
243,Atakpamé,,635.0,2.2,96.0,8697.0,42.0,70.0,VIP,Lundi,Soir,,23.8,4
244,,Kara,112.0,11.8,54.0,8555.0,25.0,70.0,Climatisé,Dimanche,Soir,Mauvaise,54.3,2
245,,Kara,423.0,11.0,171.0,11936.0,41.0,70.0,Climatisé,Samedi,Après-midi,Mauvaise,60.9,3
246,Atakpamé,Sokodé,,11.5,54.0,7623.0,10.0,60.0,Standard,Mardi,Après-midi,Moyenne,27.2,1
247,Kara,Kara,537.0,10.5,75.0,11232.0,56.0,,VIP,Mercredi,Soir,Bonne,60.1,3
248,Sokodé,Lomé,296.0,1.7,37.0,2296.0,63.0,70.0,VIP,Jeudi,Matin,Bonne,28.7,2
249,Dapaong,Tsévié,330.0,2.8,51.0,3082.0,39.0,,Climatisé,Dimanche,Après-midi,Mauvaise,74.4,2
250,Tsévié,Lomé,143.0,8.6,122.0,3490.0,30.0,,Standard,Mercredi,Soir,Bonne,79.3,3
251,Kara,Tsévié,50.0,3.0,121.0,,33.0,,VIP,Lundi,Après-midi,Bonne,40.2,4
252,,Atakpamé,206.0,6.3,125.0,5902.0,62.0,60.0,Standard,Mercredi,Matin,Mauvaise,66.3,5
253,Kara,Atakpamé,511.0,,121.0,11024.0,15.0,70.0,VIP,Mercredi,Soir,Mauvaise,,5
254,Dapaong,Lomé,,3.1,112.0,4739.0,53.0,60.0,Standard,Samedi,Soir,Moyenne,57.1,3
255,Sokodé,Sokodé,201.0,2.6,168.0,6723.0,6.0,70.0,Climatisé,Lundi,Matin,Bonne,60.0,1
256,Lomé,Atakpamé,66.0,10.3,135.0,3041.0,32.0,40.0,VIP,Samedi,Matin,Mauvaise,78.1,1
257,Tsévié,Tsévié,290.0,10.3,,4285.0,55.0,70.0,Standard,Vendredi,Après-midi,Bonne,,1
258,Kara,Atakpamé,185.0,6.6,25.0,8930.0,23.0,,Standard,Mardi,,Bonne,68.8,3
259,Sokodé,Sokodé,608.0,7.9,,9230.0,20.0,60.0,Standard,Jeudi,Soir,Moyenne,69.6,1
260,Atakpamé,Atakpamé,,3.9,89.0,11593.0,55.0,30.0,VIP,,Après-midi,,42.9,3
261,Dapaong,,88.0,11.1,89.0,11633.0,31.0,50.0,Standard,Mercredi,Matin,Moyenne,35.3,1
262,Dapaong,Dapaong,,7.5,89.0,4543.0,22.0,50.0,Climatisé,Mardi,Matin,Bonne,50.8,5
263,Atakpamé,Lomé,,8.2,72.0,5911.0,,30.0,Climatisé,Lundi,Après-midi,Mauvaise,57.7,3
264,Atakpamé,Dapaong,126.0,6.2,76.0,2797.0,16.0,50.0,Standard,,Matin,Mauvaise,48.7,3
265,Kara,Dapaong,302.0,8.6,104.0,5426.0,66.0,50.0,VIP,Samedi,Matin,Bonne,55.6,3
266,Dapaong,Sokodé,497.0,8.3,3.0,6284.0,56.0,60.0,Climatisé,Dimanche,Matin,Bonne,40.6,4
267,Tsévié,,336.0,11.7,128.0,11283.0,42.0,30.0,Standard,Lundi,Après-midi,Bonne,24.0,3
268,,Lomé,452.0,7.8,109.0,7097.0,45.0,40.0,Climatisé,Vendredi,Soir,Bonne,60.0,3
269,Tsévié,Kara,112.0,3.2,111.0,6045.0,79.0,70.0,,,Soir,Moyenne,66.3,4
270,,Tsévié,517.0,9.0,160.0,,14.0,40.0,Climatisé,Lundi,Après-midi,Mauvaise,54.0,1
271,Tsévié,Kara,371.0,4.6,119.0,9012.0,15.0,50.0,,Dimanche,Matin,Bonne,57.7,3
272,Lomé,Sokodé,560.0,3.9,119.0,11362.0,60.0,60.0,Climatisé,Mercredi,Soir,Bonne,,5
273,,,419.0,6.4,104.0,8111.0,13.0,,VIP,Mercredi,Après-midi,Bonne,40.5,3
274,Lomé,Dapaong,454.0,7.2,60.0,3403.0,59.0,70.0,Standard,Mardi,Matin,,50.4,2
275,,Dapaong,525.0,1.9,143.0,11838.0,46.0,60.0,Climatisé,Lundi,Après-midi,Mauvaise,55.7,2
276,Lomé,Tsévié,620.0,7.7,41.0,5810.0,5.0,60.0,Standard,Mardi,Soir,Bonne,57.3,5
277,Dapaong,Kara,94.0,8.6,150.0,6197.0,30.0,,VIP,Jeudi,Matin,Moyenne,30.5,3
278,Atakpamé,Dapaong,493.0,11.1,13.0,3267.0,41.0,50.0,Climatisé,Samedi,Matin,Moyenne,18.2,2
279,Sokodé,Lomé,560.0,7.2,16.0,10957.0,51.0,30.0,Standard,Samedi,Soir,Mauvaise,60.3,3
280,Tsévié,Dapaong,163.0,2.6,,1985.0,62.0,60.0,VIP,Mercredi,Après-midi,Mauvaise,43.7,1
281,Dapaong,Kara,522.0,7.6,91.0,8058.0,44.0,60.0,VIP,Samedi,Après-midi,Mauvaise,73.5,4
282,Dapaong,Dapaong,266.0,10.5,152.0,5039.0,58.0,30.0,Climatisé,Vendredi,Soir,,33.3,2
283,Lomé,Lomé,367.0,8.6,6.0,10423.0,,30.0,Climatisé,Mardi,Matin,Mauvaise,24.9,5
284,Kara,Tsévié,477.0,10.4,155.0,9730.0,49.0,40.0,Climatisé,Mercredi,Après-midi,Mauvaise,53.5,2
285,Sokodé,Lomé,69.0,2.9,83.0,9286.0,65.0,60.0,,Lundi,Matin,Moyenne,36.8,4
286,Sokodé,Dapaong,517.0,6.8,169.0,11554.0,44.0,60.0,Standard,Samedi,Soir,Mauvaise,31.9,4
287,Sokodé,Tsévié,330.0,7.2,62.0,6079.0,14.0,50.0,VIP,Samedi,Matin,Bonne,41.3,3
288,Sokodé,Atakpamé,73.0,10.3,136.0,7273.0,11.0,60.0,Climatisé,Vendredi,,Moyenne,33.8,5
289,Atakpamé,,115.0,4.9,149.0,2219.0,29.0,30.0,VIP,Lundi,Matin,Mauvaise,27.4,2
290,Sokodé,Lomé,54.0,9.0,53.0,8848.0,58.0,30.0,Standard,Samedi,Après-midi,Mauvaise,39.8,2
291,Kara,Lomé,360.0,7.7,141.0,9590.0,,70.0,VIP,Vendredi,Soir,Mauvaise,53.7,5
292,,Kara,370.0,4.7,91.0,6848.0,,70.0,Climatisé,Samedi,Matin,Moyenne,40.9,3
293,Dapaong,Atakpamé,358.0,7.6,97.0,4519.0,61.0,70.0,VIP,Jeudi,,,68.9,1
294,Kara,Kara,574.0,10.2,129.0,9046.0,31.0,30.0,,Mardi,Soir,Bonne,52.6,4
295,Tsévié,Kara,328.0,6.6,12.0,8158.0,25.0,40.0,Standard,Vendredi,Après-midi,Mauvaise,18.1,5
296,Tsévié,Kara,630.0,1.6,150.0,4392.0,67.0,60.0,Climatisé,Vendredi,Après-midi,Moyenne,79.8,5
297,Kara,Atakpamé,475.0,,80.0,10340.0,54.0,50.0,Standard,Mercredi,Après-midi,Moyenne,43.5,1
298,Sokodé,Kara,,5.8,73.0,6160.0,9.0,50.0,Climatisé,Vendredi,Après-midi,Moyenne,77.4,1
299,Lomé,Dapaong,436.0,,16.0,10343.0,19.0,30.0,,Dimanche,Soir,Mauvaise,63.8,5
300,Atakpamé,Lomé,,11.2,104.0,8649.0,13.0,60.0,VIP,Mercredi,Soir,Mauvaise,71.7,5
301,Kara,Sokodé,211.0,5.3,30.0,10420.0,,60.0,Climatisé,Jeudi,Après-midi,Bonne,52.6,5
302,Atakpamé,Tsévié,634.0,4.1,,,10.0,40.0,VIP,Jeudi,Après-midi,Moyenne,64.8,3
303,Tsévié,Sokodé,310.0,2.6,136.0,11828.0,36.0,60.0,VIP,Lundi,Soir,Bonne,27.2,4
304,Atakpamé,Atakpamé,592.0,9.2,37.0,4467.0,57.0,,VIP,Mardi,Matin,Mauvaise,37.4,2
305,,,532.0,9.0,102.0,5897.0,8.0,60.0,Standard,,Après-midi,Moyenne,61.2,1
306,Atakpamé,Sokodé,277.0,8.2,13.0,6604.0,26.0,60.0,Standard,Dimanche,Après-midi,Moyenne,,2
307,Tsévié,Dapaong,425.0,10.0,172.0,10209.0,29.0,30.0,Climatisé,Jeudi,Soir,Bonne,38.3,3
308,Kara,Lomé,423.0,6.2,111.0,2075.0,50.0,70.0,Climatisé,Jeudi,Soir,Bonne,39.1,5
309,Tsévié,Dapaong,93.0,2.7,2.0,1971.0,37.0,30.0,Standard,Samedi,Après-midi,Moyenne,60.7,3
310,Kara,Sokodé,341.0,5.0,,9872.0,39.0,30.0,Climatisé,Samedi,Soir,Moyenne,26.2,4
311,Kara,Tsévié,,3.3,138.0,3337.0,,30.0,VIP,Mercredi,Soir,Bonne,54.0,1
312,Atakpamé,Sokodé,124.0,11.4,7.0,2207.0,13.0,60.0,Standard,Jeudi,Matin,Bonne,75.8,2
313,Tsévié,Lomé,541.0,11.0,161.0,9944.0,15.0,60.0,Climatisé,Jeudi,Soir,Mauvaise,64.7,4
314,Kara,Lomé,488.0,8.1,65.0,2183.0,21.0,40.0,Climatisé,Jeudi,Soir,Mauvaise,64.1,3
315,Kara,Tsévié,391.0,11.4,9.0,11193.0,53.0,50.0,Standard,Mercredi,Matin,Bonne,43.9,1
316,Tsévié,Atakpamé,594.0,11.5,169.0,7839.0,11.0,,Standard,Lundi,Matin,,74.9,4
317,Tsévié,,,11.0,,3570.0,,,Standard,Samedi,Matin,Mauvaise,79.2,3
318,Sokodé,Atakpamé,214.0,4.6,166.0,7949.0,51.0,60.0,VIP,Mercredi,,Mauvaise,69.9,4
319,Tsévié,Dapaong,,1.8,3.0,3210.0,49.0,70.0,VIP,Mardi,Après-midi,Moyenne,58.3,4
320,,Sokodé,558.0,6.9,66.0,2668.0,,60.0,Standard,Dimanche,Soir,Mauvaise,65.1,2
321,Tsévié,Tsévié,379.0,8.3,170.0,5164.0,62.0,50.0,Climatisé,Mercredi,Soir,Moyenne,46.0,5
322,Lomé,Dapaong,86.0,6.4,,9268.0,22.0,70.0,VIP,Vendredi,Matin,Mauvaise,48.3,5
323,Lomé,Atakpamé,467.0,11.8,173.0,6826.0,55.0,60.0,Climatisé,,Matin,Moyenne,18.7,1
324,Dapaong,Kara,239.0,8.8,128.0,11897.0,,70.0,Standard,,Soir,Bonne,51.8,1
325,Sokodé,Lomé,547.0,7.7,138.0,4251.0,6.0,60.0,VIP,Mardi,Après-midi,Bonne,72.6,4
326,Atakpamé,Sokodé,586.0,9.6,18.0,6868.0,34.0,70.0,VIP,Dimanche,Soir,,77.8,1
327,Lomé,Sokodé,199.0,7.1,111.0,7771.0,40.0,40.0,,Mardi,Soir,Mauvaise,37.2,4
328,Dapaong,,231.0,10.7,2.0,5717.0,47.0,50.0,Standard,Vendredi,Après-midi,Mauvaise,30.0,1
329,Tsévié,Tsévié,143.0,,,4698.0,21.0,,Standard,Dimanche,Soir,Mauvaise,30.7,2
330,Sokodé,Sokodé,228.0,2.6,29.0,11899.0,14.0,30.0,VIP,Vendredi,Soir,Moyenne,75.0,3
331,Tsévié,Sokodé,123.0,3.6,92.0,4132.0,26.0,40.0,Standard,Jeudi,Soir,,44.0,5
332,Kara,Kara,130.0,6.2,48.0,5568.0,9.0,60.0,VIP,Mercredi,Après-midi,Bonne,35.9,3
333,Lomé,Atakpamé,379.0,6.1,172.0,6493.0,14.0,40.0,,Samedi,Après-midi,Mauvaise,63.4,2
334,Lomé,Lomé,71.0,11.2,53.0,8601.0,60.0,40.0,Climatisé,Lundi,Après-midi,Moyenne,76.3,4
335,Sokodé,Atakpamé,218.0,6.0,176.0,3970.0,56.0,70.0,Standard,Vendredi,Soir,Bonne,74.8,1
336,Tsévié,Kara,54.0,2.4,29.0,7958.0,10.0,50.0,VIP,Jeudi,Après-midi,Moyenne,54.5,2
337,,Dapaong,72.0,,21.0,4784.0,35.0,40.0,,Jeudi,Soir,Bonne,63.5,3
338,Tsévié,Lomé,383.0,9.0,147.0,2028.0,61.0,30.0,,Lundi,Soir,Bonne,72.4,1
339,Dapaong,Tsévié,551.0,3.9,16.0,2199.0,5.0,30.0,VIP,,Matin,Moyenne,76.8,3
340,Kara,Dapaong,115.0,10.7,168.0,8091.0,16.0,30.0,VIP,Dimanche,Matin,Bonne,75.3,4
341,Kara,Sokodé,488.0,1.6,11.0,1634.0,,40.0,Standard,Lundi,Matin,Bonne,49.3,4
342,Tsévié,Lomé,105.0,8.9,163.0,8541.0,14.0,30.0,VIP,Mardi,Après-midi,Moyenne,77.2,1
343,Atakpamé,Dapaong,569.0,4.1,126.0,7470.0,61.0,40.0,VIP,Dimanche,Soir,Bonne,78.4,3
344,Sokodé,Tsévié,333.0,9.2,113.0,6693.0,47.0,40.0,Climatisé,Jeudi,Soir,Bonne,,1
345,Dapaong,Dapaong,180.0,7.9,105.0,6851.0,14.0,50.0,VIP,,Après-midi,Moyenne,51.5,2
346,Sokodé,Dapaong,532.0,11.0,16.0,1643.0,18.0,40.0,VIP,Jeudi,,Moyenne,67.5,1
347,Tsévié,Sokodé,77.0,2.4,78.0,11100.0,23.0,,,Lundi,Après-midi,Bonne,65.3,4
348,,Lomé,417.0,6.6,101.0,11962.0,34.0,50.0,VIP,Mercredi,Après-midi,Moyenne,41.7,5
349,Lomé,Atakpamé,587.0,7.9,85.0,10285.0,12.0,30.0,VIP,,Matin,Moyenne,69.0,4
350,Atakpamé,Sokodé,70.0,10.6,,4698.0,37.0,,VIP,Vendredi,Soir,Moyenne,30.4,1
351,Kara,Lomé,155.0,1.7,100.0,3283.0,53.0,70.0,Climatisé,Mardi,Matin,Bonne,20.3,2
352,Atakpamé,,,9.8,146.0,2905.0,21.0,30.0,,Mardi,Matin,Moyenne,46.5,3
353,Lomé,Kara,606.0,6.5,2.0,10572.0,29.0,,Climatisé,Mercredi,Matin,Mauvaise,54.0,4
354,Lomé,Kara,449.0,10.9,84.0,11541.0,10.0,70.0,,Jeudi,Matin,Mauvaise,30.7,3
355,Tsévié,Sokodé,155.0,2.5,75.0,4971.0,67.0,60.0,Standard,Jeudi,Matin,,46.5,5
356,Tsévié,Atakpamé,121.0,3.9,1.0,5195.0,37.0,60.0,Climatisé,Vendredi,Matin,Mauvaise,17.6,3
357,Kara,Atakpamé,265.0,6.7,140.0,7118.0,17.0,40.0,Climatisé,Mardi,Après-midi,Moyenne,78.7,3
358,Dapaong,Lomé,231.0,8.7,85.0,8466.0,26.0,50.0,,,Après-midi,Mauvaise,,5
359,Atakpamé,Kara,180.0,2.9,10.0,4166.0,63.0,70.0,VIP,Samedi,Soir,Bonne,54.2,4
360,,Dapaong,,7.9,74.0,1579.0,43.0,60.0,Standard,Lundi,Matin,Bonne,78.3,2
361,Sokodé,Atakpamé,136.0,6.1,55.0,10764.0,,50.0,Standard,Vendredi,Après-midi,Bonne,49.1,3
362,Tsévié,Atakpamé,207.0,5.1,14.0,10392.0,68.0,30.0,VIP,Mardi,Matin,Moyenne,34.6,1
363,Lomé,Kara,635.0,9.0,22.0,11839.0,50.0,60.0,Climatisé,Samedi,Matin,Mauvaise,30.0,1
364,Sokodé,Dapaong,246.0,7.4,166.0,9986.0,38.0,,VIP,Mardi,Soir,Mauvaise,74.2,3
365,Atakpamé,Lomé,58.0,2.4,,4082.0,6.0,70.0,,Lundi,Matin,Mauvaise,21.7,1
366,Sokodé,Lomé,214.0,5.6,,2871.0,68.0,30.0,Climatisé,Vendredi,Après-midi,Bonne,63.4,3
367,Lomé,Tsévié,110.0,,155.0,,45.0,50.0,,Samedi,Matin,,70.3,1
368,Sokodé,Lomé,213.0,5.5,98.0,4009.0,,,Climatisé,Vendredi,Matin,Moyenne,47.9,2
369,Kara,Lomé,586.0,11.2,,9350.0,19.0,30.0,Climatisé,Samedi,,Moyenne,29.8,4
370,Lomé,Kara,570.0,8.1,38.0,10181.0,69.0,60.0,Standard,Mercredi,Après-midi,Bonne,,3
371,Atakpamé,Tsévié,,9.0,27.0,,46.0,40.0,Climatisé,,Matin,Mauvaise,42.2,2
372,Kara,Lomé,333.0,4.6,67.0,11205.0,8.0,,VIP,Dimanche,,Mauvaise,23.4,4
373,Atakpamé,Kara,282.0,,76.0,2363.0,44.0,50.0,Standard,Dimanche,Soir,Mauvaise,60.1,5
374,Lomé,Atakpamé,414.0,11.6,144.0,5190.0,52.0,70.0,Climatisé,Mardi,Matin,Mauvaise,22.8,2
375,Sokodé,Kara,553.0,9.3,134.0,10217.0,7.0,70.0,VIP,Lundi,Soir,Mauvaise,60.7,3
376,,Sokodé,164.0,10.5,,5485.0,,60.0,Climatisé,Jeudi,Soir,Bonne,79.7,3
377,Tsévié,Sokodé,519.0,3.0,57.0,7788.0,,50.0,Climatisé,Mercredi,Après-midi,Mauvaise,40.8,2
378,Atakpamé,Atakpamé,97.0,6.7,57.0,9834.0,17.0,50.0,Climatisé,Samedi,Matin,Moyenne,19.0,3
379,Dapaong,Dapaong,459.0,3.6,78.0,,41.0,50.0,Climatisé,Dimanche,Après-midi,Moyenne,37.1,4
380,Lomé,Tsévié,441.0,7.7,125.0,3197.0,63.0,40.0,Standard,Jeudi,Matin,Mauvaise,,5
381,Tsévié,Sokodé,140.0,8.1,61.0,3762.0,15.0,60.0,Standard,Lundi,Matin,Bonne,39.3,4
382,Tsévié,Kara,146.0,2.1,131.0,5764.0,20.0,60.0,VIP,Jeudi,Matin,Bonne,19.7,1
383,Lomé,Tsévié,280.0,11.7,43.0,10055.0,68.0,30.0,VIP,Samedi,Matin,Moyenne,39.5,3
384,Lomé,Atakpamé,452.0,,89.0,11278.0,5.0,40.0,VIP,Lundi,Après-midi,Bonne,33.5,1
385,Atakpamé,Dapaong,,8.3,168.0,2582.0,,50.0,Standard,Mardi,Après-midi,Mauvaise,26.3,1
386,Kara,Sokodé,362.0,4.9,148.0,,,,VIP,Jeudi,,Mauvaise,74.8,2
387,Lomé,,347.0,5.3,147.0,10938.0,28.0,30.0,VIP,Mercredi,Après-midi,Moyenne,54.2,3
388,Sokodé,Dapaong,503.0,2.2,,11502.0,32.0,50.0,Standard,Dimanche,Matin,Mauvaise,56.8,2
389,Kara,Lomé,333.0,2.8,,10350.0,63.0,40.0,Climatisé,Mardi,Après-midi,Mauvaise,39.3,4
390,Tsévié,Lomé,200.0,5.4,101.0,3609.0,36.0,60.0,Standard,Mardi,Matin,Moyenne,69.1,3
391,Atakpamé,Lomé,72.0,9.6,50.0,4943.0,18.0,60.0,VIP,Lundi,Soir,Moyenne,70.9,2
392,Lomé,Sokodé,228.0,9.2,69.0,,,60.0,Climatisé,Vendredi,Après-midi,Bonne,55.3,1
393,Dapaong,Dapaong,466.0,3.5,79.0,7102.0,13.0,30.0,Climatisé,Mardi,Soir,Mauvaise,55.6,2
394,Lomé,Tsévié,300.0,4.5,175.0,5678.0,56.0,60.0,Climatisé,Jeudi,,Bonne,64.6,1
395,,Sokodé,216.0,2.1,115.0,10363.0,61.0,50.0,,Lundi,Soir,Moyenne,39.3,1
396,Kara,Dapaong,237.0,9.1,111.0,6184.0,43.0,70.0,Climatisé,Jeudi,Après-midi,Moyenne,48.3,3
397,Atakpamé,Kara,97.0,11.3,99.0,,67.0,70.0,Standard,Vendredi,Soir,Bonne,31.4,2
398,Tsévié,Kara,89.0,6.0,139.0,11881.0,14.0,70.0,Climatisé,Lundi,Après-midi,Moyenne,43.0,3
399,Kara,Sokodé,358.0,4.3,103.0,5933.0,58.0,40.0,,Vendredi,Soir,Bonne,63.6,4
400,Lomé,Dapaong,349.0,3.9,33.0,5473.0,23.0,60.0,Climatisé,,Matin,Moyenne,56.2,4
401,Lomé,Kara,94.0,9.7,128.0,8464.0,11.0,,Standard,Mardi,Soir,Mauvaise,32.7,3
402,Kara,Dapaong,449.0,8.3,121.0,7331.0,36.0,30.0,VIP,Mardi,Après-midi,Mauvaise,60.0,3
403,Dapaong,Kara,112.0,11.9,36.0,,48.0,60.0,Climatisé,Samedi,Matin,Moyenne,46.9,3
404,Kara,,183.0,11.5,48.0,5221.0,,60.0,Climatisé,Dimanche,Soir,,39.8,2
405,Tsévié,Sokodé,374.0,2.3,150.0,2783.0,38.0,30.0,Standard,Lundi,Soir,Mauvaise,66.7,3
406,Dapaong,Tsévié,586.0,3.4,87.0,6303.0,63.0,,Climatisé,Mercredi,Soir,Mauvaise,34.7,1
407,Atakpamé,Sokodé,238.0,3.0,98.0,11522.0,8.0,50.0,Standard,Dimanche,Matin,Moyenne,48.8,1
408,Dapaong,Tsévié,,6.8,2.0,,65.0,70.0,Climatisé,Mardi,Après-midi,Moyenne,32.3,5
409,,Tsévié,150.0,5.7,19.0,11311.0,34.0,40.0,Standard,Dimanche,Soir,Bonne,43.5,4
410,Lomé,Atakpamé,263.0,,101.0,7134.0,25.0,40.0,VIP,Dimanche,Soir,Moyenne,56.6,3
411,Dapaong,Kara,473.0,3.6,14.0,8854.0,24.0,30.0,Climatisé,Dimanche,Matin,Moyenne,43.3,5
412,Lomé,Lomé,596.0,2.6,44.0,9013.0,13.0,70.0,VIP,Mardi,Soir,Mauvaise,28.9,3
413,Atakpamé,Atakpamé,,8.1,,5717.0,56.0,,,Lundi,Soir,Moyenne,38.7,5
414,Kara,Lomé,214.0,3.4,59.0,11417.0,31.0,60.0,Climatisé,Vendredi,Après-midi,Mauvaise,67.2,3
415,Tsévié,Kara,457.0,,59.0,10855.0,31.0,70.0,Standard,Jeudi,Matin,Bonne,19.8,3
416,Dapaong,Sokodé,70.0,4.3,92.0,6788.0,53.0,50.0,VIP,,Matin,Bonne,45.2,5
417,Sokodé,,632.0,5.6,119.0,6594.0,66.0,60.0,,Dimanche,Après-midi,Bonne,37.2,2
418,Lomé,Sokodé,,5.1,26.0,9543.0,24.0,70.0,VIP,Jeudi,Soir,,38.5,2
419,Lomé,,249.0,11.5,148.0,,66.0,40.0,Climatisé,Lundi,Après-midi,Bonne,28.9,3
420,Kara,Atakpamé,307.0,4.2,143.0,4926.0,25.0,30.0,Climatisé,Dimanche,Après-midi,Moyenne,58.4,5
421,Kara,Sokodé,389.0,5.9,61.0,9963.0,16.0,50.0,VIP,Vendredi,Après-midi,Bonne,27.8,5
422,Dapaong,Dapaong,135.0,,1.0,2494.0,48.0,30.0,Standard,Mardi,Matin,Bonne,16.1,4
423,Sokodé,Kara,144.0,10.4,144.0,1579.0,59.0,50.0,Standard,Mardi,Soir,Bonne,25.0,2
424,Tsévié,Dapaong,137.0,10.1,110.0,3202.0,38.0,70.0,Standard,Mardi,Après-midi,Moyenne,35.6,5
425,Atakpamé,Atakpamé,244.0,10.5,7.0,9194.0,57.0,30.0,Standard,Jeudi,Matin,,67.5,1
426,Tsévié,Kara,316.0,8.1,7.0,2618.0,16.0,40.0,Climatisé,Lundi,Soir,Bonne,25.8,3
427,Tsévié,Dapaong,417.0,4.1,173.0,2009.0,26.0,30.0,Standard,Mercredi,Après-midi,Moyenne,76.0,5
428,Sokodé,Lomé,470.0,3.6,74.0,11408.0,5.0,50.0,VIP,Mercredi,Soir,Mauvaise,15.8,4
429,Sokodé,Dapaong,228.0,2.7,98.0,5781.0,52.0,30.0,Standard,Lundi,Soir,Moyenne,36.0,3
430,Sokodé,,322.0,7.5,105.0,8680.0,47.0,50.0,VIP,Dimanche,Après-midi,Mauvaise,25.1,1
431,Atakpamé,Lomé,478.0,5.6,,9731.0,17.0,60.0,Standard,,Après-midi,Bonne,60.3,3
432,Kara,Sokodé,412.0,2.1,62.0,2052.0,24.0,,VIP,Samedi,Soir,Moyenne,69.5,4
433,Atakpamé,Lomé,,9.0,,4331.0,67.0,50.0,VIP,Mardi,Après-midi,Bonne,61.9,1
434,Tsévié,Atakpamé,98.0,6.4,165.0,2477.0,,30.0,VIP,Lundi,Matin,Bonne,70.9,5
435,Kara,Kara,258.0,2.1,,9023.0,50.0,30.0,,Samedi,Soir,Moyenne,40.3,1
436,Atakpamé,Tsévié,315.0,6.1,28.0,8309.0,24.0,70.0,VIP,Dimanche,Soir,Mauvaise,76.1,5
437,Sokodé,Lomé,585.0,11.4,4.0,4818.0,34.0,,Climatisé,Dimanche,,Moyenne,,5
438,Atakpamé,Atakpamé,120.0,3.4,9.0,3787.0,40.0,70.0,Climatisé,Dimanche,Matin,Moyenne,28.5,5
439,Kara,Tsévié,,8.2,109.0,11881.0,64.0,,Climatisé,Dimanche,,Mauvaise,60.3,4
440,Kara,Atakpamé,283.0,6.0,55.0,6902.0,52.0,70.0,VIP,Mardi,Matin,Mauvaise,75.1,5
441,Kara,Kara,370.0,5.0,112.0,5740.0,66.0,30.0,Climatisé,Lundi,Après-midi,Moyenne,19.0,1
442,Lomé,Kara,227.0,3.1,78.0,5324.0,45.0,70.0,Standard,Mercredi,Après-midi,Mauvaise,22.6,3
443,Lomé,Lomé,102.0,5.5,24.0,3546.0,39.0,40.0,VIP,Vendredi,Après-midi,Mauvaise,71.5,3
444,Sokodé,Atakpamé,213.0,1.8,125.0,4060.0,48.0,30.0,VIP,Vendredi,Soir,Bonne,72.4,4
445,Atakpamé,Atakpamé,641.0,5.4,43.0,3499.0,67.0,70.0,VIP,Jeudi,Matin,Mauvaise,70.2,1
446,Sokodé,Kara,569.0,7.4,47.0,,43.0,40.0,VIP,Vendredi,Après-midi,Moyenne,24.8,2
447,Kara,Sokodé,444.0,5.0,168.0,1673.0,49.0,40.0,,Mercredi,Après-midi,Bonne,51.0,2
448,Atakpamé,Kara,,3.1,142.0,8287.0,53.0,40.0,VIP,Lundi,Après-midi,Bonne,68.8,4
449,Sokodé,,109.0,,62.0,1589.0,5.0,30.0,VIP,,,Moyenne,38.0,3
450,Sokodé,Sokodé,67.0,5.3,133.0,11006.0,59.0,50.0,VIP,Dimanche,Soir,Bonne,61.1,1
451,Kara,Dapaong,576.0,11.8,58.0,7072.0,61.0,70.0,VIP,Lundi,Matin,Moyenne,59.5,5
