trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client,taux_remplissage,retard_par_km,retard_par_heure,conso_par_km,efficacite_economique,revenu_trajet,vitesse_moyenne,retard_significatif,categorie_remplissage
449,Sokodé,Sokodé,109.0,6.9,62.0,1589.0,5.0,30.0,VIP,Mercredi,Soir,Moyenne,38.0,3,16.666666666666664,0.5688073394495413,8.98550724637681,0.3486238532110092,13.974358974358974,7945.0,15.797101449275361,1,Faible
450,Sokodé,Sokodé,67.0,5.3,133.0,11006.0,50.0,50.0,VIP,Dimanche,Soir,Bonne,61.1,1,100.0,1.9850746268656716,25.09433962264151,0.9119402985074627,53.94524959742351,550300.0,12.641509433962264,1,Élevé
451,Kara,Dapaong,576.0,11.8,58.0,7072.0,61.0,70.0,VIP,Lundi,Matin,Moyenne,59.5,5,87.14285714285714,0.10069444444444445,4.915254237288135,0.1032986111111111,580.7603305785124,431392.0,48.813559322033896,1,Élevé
452,Sokodé,Sokodé,613.0,7.4,51.0,6834.0,40.0,40.0,Climatisé,Mercredi,Soir,Mauvaise,36.8,2,100.0,0.08319738988580751,6.891891891891891,0.06003262642740619,648.6772486772487,273360.0,82.83783783783784,1,Élevé
453,Sokodé,Tsévié,160.0,6.3,93.0,2049.0,40.0,40.0,Standard,Mardi,Après-midi,Mauvaise,70.4,5,100.0,0.58125,14.761904761904763,0.44000000000000006,89.63585434173669,81960.0,25.3968253968254,1,Élevé
454,Dapaong,Sokodé,642.0,6.9,36.0,2803.0,18.0,50.0,Climatisé,Vendredi,Matin,Bonne,58.6,4,36.0,0.056074766355140186,5.217391304347826,0.0912772585669782,193.8926174496644,50454.0,93.04347826086956,1,Faible
455,Tsévié,Kara,576.0,9.7,80.0,8177.0,14.0,70.0,Standard,Jeudi,Matin,Mauvaise,33.7,4,20.0,0.1388888888888889,8.247422680412372,0.05850694444444445,232.39193083573485,114478.0,59.381443298969074,1,Faible
456,Dapaong,Lomé,85.0,5.2,148.0,4759.0,50.0,50.0,VIP,Samedi,Après-midi,Moyenne,51.8,5,100.0,1.7411764705882353,28.46153846153846,0.6094117647058823,80.49242424242425,237950.0,16.346153846153847,1,Élevé
457,Sokodé,Atakpamé,237.0,6.4,155.0,6599.0,39.0,60.0,Standard,Dimanche,Matin,Bonne,43.8,4,65.0,0.6540084388185654,24.21875,0.18481012658227847,206.3169642857143,257361.0,37.03125,1,Moyen
458,Atakpamé,Kara,325.0,6.9,136.0,6499.0,7.0,60.0,Climatisé,Mardi,Soir,Moyenne,20.4,5,11.666666666666666,0.41846153846153844,19.71014492753623,0.06276923076923077,106.30841121495328,45493.0,47.10144927536231,1,Faible
459,Tsévié,Lomé,475.0,3.7,89.0,10287.0,25.0,50.0,VIP,Mercredi,Soir,Moyenne,43.6,4,50.0,0.18736842105263157,24.054054054054053,0.09178947368421053,266.25560538116594,257175.0,128.3783783783784,1,Faible
460,Dapaong,Sokodé,68.0,2.9,32.0,6599.0,25.0,50.0,Standard,Lundi,Matin,Bonne,31.1,1,50.0,0.47058823529411764,11.03448275862069,0.45735294117647063,52.95950155763239,164975.0,23.448275862068968,1,Faible
461,Atakpamé,Dapaong,333.0,3.1,35.0,9818.0,32.0,50.0,VIP,Lundi,Matin,Bonne,28.7,4,64.0,0.10510510510510511,11.29032258064516,0.08618618618618619,358.7878787878788,314176.0,107.41935483870968,1,Moyen
462,Sokodé,Kara,355.0,5.3,75.0,2881.0,24.0,50.0,Standard,Mercredi,Soir,Bonne,47.349999999999994,1,48.0,0.2112676056338028,14.150943396226415,0.13338028169014082,176.21509824198554,69144.0,66.9811320754717,1,Faible
463,Lomé,Tsévié,381.0,2.5,10.0,5998.0,9.0,30.0,Standard,Samedi,Soir,Moyenne,66.6,5,30.0,0.026246719160104987,4.0,0.1748031496062992,50.72485207100592,53982.0,152.4,0,Faible
464,Atakpamé,Atakpamé,300.0,3.6,98.0,10026.0,50.0,50.0,VIP,Vendredi,Soir,Moyenne,47.349999999999994,2,100.0,0.32666666666666666,27.22222222222222,0.15783333333333333,310.2378490175802,501300.0,83.33333333333333,1,Élevé
465,Dapaong,Sokodé,486.0,2.6,146.0,2614.0,25.0,50.0,Standard,Samedi,Soir,Mauvaise,27.9,3,50.0,0.3004115226337449,56.15384615384615,0.05740740740740741,420.41522491349485,65350.0,186.9230769230769,1,Faible
466,Atakpamé,Dapaong,543.0,1.7,123.0,8993.0,30.0,30.0,VIP,Jeudi,Matin,Moyenne,71.0,3,100.0,0.2265193370165746,72.3529411764706,0.13075506445672191,226.25,269790.0,319.4117647058824,1,Élevé
467,Atakpamé,Dapaong,411.0,5.6,117.0,10483.0,49.0,60.0,Standard,Lundi,Après-midi,Moyenne,29.7,5,81.66666666666667,0.2846715328467153,20.892857142857146,0.07226277372262774,655.9934853420195,513667.0,73.39285714285715,1,Élevé
468,Lomé,Sokodé,416.0,6.2,57.0,3632.0,11.0,40.0,VIP,Mercredi,Matin,Mauvaise,58.9,2,27.500000000000004,0.13701923076923078,9.193548387096774,0.14158653846153846,76.39398998330552,39952.0,67.09677419354838,1,Faible
469,Tsévié,Kara,216.0,9.3,93.0,6599.0,40.0,40.0,Standard,Lundi,Après-midi,Mauvaise,22.1,2,100.0,0.4305555555555556,10.0,0.10231481481481482,374.025974025974,263960.0,23.2258064516129,1,Élevé
470,Tsévié,Sokodé,170.0,7.5,75.0,3669.0,60.0,60.0,Standard,Samedi,Soir,Moyenne,54.0,3,100.0,0.4411764705882353,10.0,0.3176470588235294,185.45454545454547,220140.0,22.666666666666668,1,Élevé
471,Lomé,Sokodé,394.0,10.5,123.0,11461.0,30.0,30.0,VIP,Samedi,Après-midi,Bonne,56.5,4,100.0,0.31218274111675126,11.714285714285714,0.1434010152284264,205.56521739130434,343830.0,37.523809523809526,1,Élevé
472,Sokodé,Tsévié,532.0,8.7,15.0,8596.0,32.0,70.0,VIP,Mercredi,Matin,Mauvaise,30.6,5,45.714285714285715,0.02819548872180451,1.7241379310344829,0.057518796992481205,538.7341772151899,275072.0,61.14942528735633,0,Faible
473,Lomé,Kara,518.0,10.1,154.0,4060.0,30.0,30.0,Climatisé,Vendredi,Soir,Mauvaise,61.6,3,100.0,0.2972972972972973,15.247524752475249,0.11891891891891893,248.24281150159743,121800.0,51.28712871287129,1,Élevé
474,Lomé,Lomé,62.0,7.4,29.0,5351.0,39.0,40.0,VIP,Dimanche,Matin,Moyenne,53.1,3,97.5,0.46774193548387094,3.918918918918919,0.8564516129032258,44.695009242144174,208689.0,8.378378378378377,0,Élevé
475,Dapaong,Sokodé,391.0,6.9,101.0,9495.0,39.0,60.0,VIP,Mercredi,Matin,Mauvaise,39.1,1,65.0,0.25831202046035806,14.63768115942029,0.1,380.2743142144638,370305.0,56.666666666666664,1,Moyen
476,Tsévié,Kara,503.0,11.7,16.0,8138.0,34.0,70.0,VIP,Vendredi,Matin,Moyenne,53.2,1,48.57142857142857,0.03180914512922465,1.3675213675213675,0.10576540755467198,315.5350553505535,276692.0,42.991452991452995,0,Faible
477,Atakpamé,Tsévié,542.0,5.8,25.0,7423.0,23.0,60.0,VIP,Mardi,Matin,Moyenne,40.2,4,38.333333333333336,0.046125461254612546,4.310344827586207,0.07416974169741698,302.5728155339806,170729.0,93.44827586206897,0,Faible
478,Sokodé,Sokodé,352.0,7.0,149.0,3156.0,15.0,60.0,VIP,Dimanche,Matin,Mauvaise,69.4,4,25.0,0.42329545454545453,21.285714285714285,0.19715909090909092,75.0,47340.0,50.285714285714285,1,Faible
479,Dapaong,Tsévié,70.0,6.9,8.0,8940.0,47.0,70.0,Climatisé,Samedi,Soir,Moyenne,25.4,4,67.14285714285714,0.11428571428571428,1.1594202898550725,0.3628571428571428,124.62121212121212,420180.0,10.144927536231883,0,Moyen
480,Atakpamé,Sokodé,600.0,6.6,164.0,9837.0,69.0,70.0,Standard,Jeudi,Soir,Moyenne,40.9,5,98.57142857142858,0.2733333333333333,24.84848484848485,0.06816666666666667,988.0668257756564,678753.0,90.90909090909092,1,Élevé
481,Atakpamé,Atakpamé,594.0,5.9,34.0,3836.0,16.0,40.0,Standard,Lundi,Soir,Mauvaise,42.5,5,40.0,0.05723905723905724,5.762711864406779,0.07154882154882154,218.48275862068965,61376.0,100.6779661016949,1,Faible
482,Kara,Atakpamé,197.0,8.5,176.0,11030.0,50.0,50.0,VIP,Mardi,Après-midi,Mauvaise,42.5,2,100.0,0.8934010152284264,20.705882352941178,0.21573604060913706,226.4367816091954,551500.0,23.176470588235293,1,Élevé
483,Kara,Sokodé,355.0,2.0,112.0,11534.0,30.0,30.0,Climatisé,Jeudi,Après-midi,Mauvaise,62.2,3,100.0,0.3154929577464789,56.0,0.1752112676056338,168.5126582278481,346020.0,177.5,1,Élevé
484,Lomé,Atakpamé,355.0,10.5,47.0,4573.0,30.0,30.0,Climatisé,Mardi,Matin,Mauvaise,37.0,1,100.0,0.1323943661971831,4.476190476190476,0.10422535211267606,280.2631578947368,137190.0,33.80952380952381,1,Élevé
485,Lomé,Sokodé,629.0,11.8,14.0,9109.0,40.0,40.0,Standard,Mardi,Soir,Bonne,55.8,2,100.0,0.022257551669316374,1.1864406779661016,0.08871224165341812,442.9577464788733,364360.0,53.305084745762706,0,Élevé
486,Kara,Tsévié,480.0,7.9,173.0,2326.0,53.0,60.0,Standard,Vendredi,Après-midi,Mauvaise,35.8,1,88.33333333333333,0.36041666666666666,21.89873417721519,0.07458333333333332,691.304347826087,123278.0,60.75949367088607,1,Élevé
487,Dapaong,Kara,96.0,6.4,98.0,11586.0,39.0,60.0,Standard,Mercredi,Soir,Mauvaise,28.4,3,65.0,1.0208333333333333,15.3125,0.29583333333333334,127.34693877551021,451854.0,15.0,1,Moyen
488,Sokodé,Sokodé,152.0,6.3,179.0,10176.0,64.0,70.0,VIP,Jeudi,Matin,Moyenne,70.3,1,91.42857142857143,1.1776315789473684,28.412698412698415,0.46249999999999997,136.437587657784,651264.0,24.126984126984127,1,Élevé
489,Dapaong,Tsévié,558.0,7.4,103.0,3966.0,7.0,50.0,Standard,Mercredi,Soir,Mauvaise,24.7,4,14.000000000000002,0.18458781362007168,13.918918918918918,0.04426523297491039,151.98443579766538,27762.0,75.4054054054054,1,Faible
490,Atakpamé,Tsévié,359.0,9.2,29.0,11934.0,20.0,70.0,Climatisé,Samedi,Après-midi,Bonne,47.349999999999994,3,28.57142857142857,0.0807799442896936,3.1521739130434785,0.1318941504178273,148.5005170630817,238680.0,39.02173913043479,0,Faible
491,Atakpamé,Sokodé,225.0,6.9,165.0,6599.0,30.0,30.0,VIP,Jeudi,Après-midi,Moyenne,50.4,2,100.0,0.7333333333333333,23.913043478260867,0.224,131.3229571984436,197970.0,32.608695652173914,1,Élevé
492,Dapaong,Kara,540.0,4.8,113.0,5089.0,30.0,30.0,VIP,Samedi,Soir,Moyenne,26.9,1,100.0,0.20925925925925926,23.541666666666668,0.04981481481481481,580.6451612903226,152670.0,112.5,1,Élevé
493,Atakpamé,Sokodé,253.0,2.9,27.0,4895.0,40.0,40.0,VIP,Lundi,Après-midi,Mauvaise,60.0,2,100.0,0.1067193675889328,9.310344827586206,0.23715415019762845,165.9016393442623,195800.0,87.24137931034483,0,Élevé
494,Atakpamé,Sokodé,126.0,9.1,93.0,7388.0,39.0,70.0,Standard,Mercredi,Soir,Mauvaise,53.4,5,55.714285714285715,0.7380952380952381,10.21978021978022,0.4238095238095238,90.33088235294117,288132.0,13.846153846153847,1,Moyen
495,Dapaong,Sokodé,520.0,5.4,150.0,7627.0,6.0,60.0,Standard,Lundi,Après-midi,Mauvaise,28.3,1,10.0,0.28846153846153844,27.777777777777775,0.05442307692307692,106.48464163822526,45762.0,96.29629629629629,1,Faible
496,Kara,Dapaong,104.0,10.3,122.0,7603.0,48.0,60.0,Climatisé,Mercredi,Soir,Bonne,46.5,2,80.0,1.1730769230769231,11.844660194174757,0.44711538461538464,105.09473684210526,364944.0,10.097087378640776,1,Moyen
497,Sokodé,Kara,458.0,6.5,131.0,4102.0,18.0,50.0,VIP,Samedi,Soir,Mauvaise,16.8,4,36.0,0.28602620087336245,20.153846153846153,0.036681222707423584,463.14606741573033,73836.0,70.46153846153847,1,Faible
498,Atakpamé,Lomé,342.0,2.7,151.0,6599.0,50.0,50.0,Climatisé,Vendredi,Soir,Mauvaise,50.3,4,100.0,0.4415204678362573,55.925925925925924,0.14707602339181286,333.33333333333337,329950.0,126.66666666666666,1,Élevé
499,Tsévié,Sokodé,411.0,12.0,93.0,10736.0,7.0,30.0,Standard,Vendredi,Matin,Moyenne,47.349999999999994,1,23.333333333333332,0.22627737226277372,7.75,0.11520681265206811,59.50361944157188,75152.0,34.25,1,Faible
500,Sokodé,Sokodé,311.0,10.1,172.0,9464.0,58.0,70.0,Standard,Lundi,Après-midi,Mauvaise,76.7,1,82.85714285714286,0.5530546623794212,17.02970297029703,0.24662379421221867,232.14929214929214,548912.0,30.792079207920793,1,Élevé
501,Lomé,Tsévié,305.0,4.3,64.0,8111.0,23.0,60.0,Standard,Jeudi,Soir,Mauvaise,40.2,1,38.333333333333336,0.2098360655737705,14.883720930232558,0.1318032786885246,170.26699029126212,186553.0,70.93023255813954,1,Faible
502,Dapaong,Kara,354.0,2.4,156.0,2377.0,50.0,50.0,VIP,Mercredi,Après-midi,Mauvaise,22.4,1,100.0,0.4406779661016949,65.0,0.06327683615819209,756.4102564102565,118850.0,147.5,1,Élevé
503,Lomé,Lomé,588.0,1.8,88.0,9448.0,30.0,30.0,VIP,Lundi,Soir,Moyenne,41.6,4,100.0,0.14965986394557823,48.888888888888886,0.0707482993197279,414.0845070422535,283440.0,326.6666666666667,1,Élevé
504,Atakpamé,Lomé,528.0,9.8,107.0,11609.0,30.0,30.0,Standard,Vendredi,Soir,Bonne,41.8,5,100.0,0.20265151515151514,10.918367346938775,0.07916666666666666,370.0934579439253,348270.0,53.87755102040816,1,Élevé
505,Tsévié,Dapaong,223.0,2.6,119.0,1884.0,29.0,70.0,Standard,Mercredi,Matin,Mauvaise,32.6,2,41.42857142857143,0.5336322869955157,45.76923076923077,0.14618834080717488,192.47023809523807,54636.0,85.76923076923076,1,Faible
506,Sokodé,Kara,263.0,4.2,63.0,4663.0,24.0,50.0,Standard,Jeudi,Soir,Bonne,63.4,3,48.0,0.23954372623574144,15.0,0.24106463878326995,98.01242236024844,111912.0,62.61904761904761,1,Faible
507,Sokodé,Sokodé,601.0,2.5,106.0,6656.0,26.0,30.0,VIP,Mardi,Matin,Moyenne,16.4,2,86.66666666666667,0.17637271214642264,42.4,0.027287853577371048,898.0459770114943,173056.0,240.4,1,Élevé
508,Atakpamé,Atakpamé,324.0,6.9,14.0,8106.0,40.0,40.0,Standard,Vendredi,Matin,Mauvaise,47.349999999999994,2,100.0,0.043209876543209874,2.0289855072463765,0.14614197530864195,268.04550155118926,324240.0,46.95652173913043,0,Élevé
509,Dapaong,Kara,89.0,5.0,54.0,7353.0,43.0,50.0,VIP,Lundi,Matin,Bonne,69.3,2,86.0,0.6067415730337079,10.8,0.7786516853932584,54.43812233285918,316179.0,17.8,1,Élevé
510,Kara,Dapaong,628.0,6.9,59.0,1535.0,40.0,40.0,Standard,Jeudi,Soir,Moyenne,43.7,4,100.0,0.09394904458598727,8.550724637681158,0.0695859872611465,561.9686800894855,61400.0,91.01449275362319,1,Élevé
511,Kara,Lomé,436.0,9.0,51.0,10936.0,5.0,30.0,VIP,Lundi,Matin,Mauvaise,47.349999999999994,5,16.666666666666664,0.11697247706422019,5.666666666666667,0.10860091743119264,45.08790072388832,54680.0,48.44444444444444,1,Faible
512,Tsévié,Dapaong,519.0,6.9,68.0,2220.0,21.0,70.0,VIP,Samedi,Soir,Moyenne,39.5,4,30.0,0.13102119460500963,9.855072463768115,0.07610789980732177,269.1111111111111,46620.0,75.21739130434783,1,Faible
513,Sokodé,Sokodé,368.0,5.1,49.0,7602.0,54.0,70.0,VIP,Mardi,Matin,Mauvaise,29.8,2,77.14285714285715,0.1331521739130435,9.607843137254903,0.08097826086956522,645.1948051948052,410508.0,72.15686274509804,1,Moyen
514,Dapaong,Sokodé,264.0,7.4,151.0,4368.0,13.0,50.0,Climatisé,Mercredi,Matin,Bonne,18.8,2,26.0,0.571969696969697,20.405405405405403,0.07121212121212121,173.33333333333331,56784.0,35.67567567567568,1,Faible
515,Sokodé,Lomé,279.0,8.1,93.0,6417.0,38.0,50.0,VIP,Samedi,Matin,Mauvaise,28.8,5,76.0,0.3333333333333333,11.481481481481483,0.1032258064516129,355.7718120805369,243846.0,34.44444444444444,1,Moyen
516,Sokodé,Lomé,404.0,5.8,69.0,2094.0,43.0,70.0,Standard,Vendredi,Matin,Bonne,18.1,5,61.42857142857143,0.1707920792079208,11.89655172413793,0.04480198019801981,909.5287958115183,90042.0,69.65517241379311,1,Moyen
517,Lomé,Sokodé,379.0,9.9,109.0,2425.0,38.0,70.0,Standard,Dimanche,Soir,Moyenne,28.7,5,54.285714285714285,0.287598944591029,11.01010101010101,0.07572559366754618,484.91582491582494,92150.0,38.282828282828284,1,Moyen
518,Kara,Tsévié,355.0,9.4,81.0,10233.0,30.0,30.0,Standard,Vendredi,Matin,Mauvaise,36.9,2,100.0,0.22816901408450704,8.617021276595745,0.10394366197183098,281.00263852242745,306990.0,37.76595744680851,1,Élevé
519,Dapaong,Sokodé,517.0,10.5,108.0,8644.0,50.0,50.0,VIP,Samedi,Après-midi,Moyenne,47.9,3,100.0,0.20889748549323017,10.285714285714286,0.09264990328820116,528.6298568507158,432200.0,49.23809523809524,1,Élevé
520,Tsévié,Lomé,236.0,6.9,19.0,5552.0,12.0,50.0,VIP,Mercredi,Après-midi,Mauvaise,66.5,1,24.0,0.08050847457627118,2.753623188405797,0.2817796610169492,41.955555555555556,66624.0,34.20289855072463,0,Faible
521,Sokodé,Kara,106.0,7.6,102.0,4468.0,43.0,60.0,Climatisé,Mardi,Soir,Mauvaise,22.3,3,71.66666666666667,0.9622641509433962,13.421052631578949,0.21037735849056605,195.62231759656652,192124.0,13.947368421052632,1,Moyen
522,Dapaong,Dapaong,562.0,9.2,96.0,10386.0,39.0,50.0,VIP,Vendredi,Matin,Mauvaise,71.8,3,78.0,0.1708185053380783,10.434782608695652,0.1277580071174377,301.07142857142856,405054.0,61.08695652173913,1,Moyen
523,Tsévié,Dapaong,399.0,1.7,156.0,8526.0,30.0,30.0,Climatisé,Lundi,Après-midi,Moyenne,41.2,4,100.0,0.39097744360902253,91.76470588235294,0.10325814536340854,283.6492890995261,255780.0,234.7058823529412,1,Élevé
524,Atakpamé,Kara,629.0,7.9,23.0,9198.0,60.0,60.0,VIP,Samedi,Après-midi,Bonne,38.0,5,100.0,0.03656597774244833,2.911392405063291,0.06041335453100159,967.6923076923077,551880.0,79.62025316455696,0,Élevé
525,Dapaong,Lomé,232.0,5.3,95.0,6138.0,24.0,60.0,VIP,Mercredi,Soir,Mauvaise,69.2,3,40.0,0.40948275862068967,17.92452830188679,0.2982758620689655,79.31623931623932,147312.0,43.77358490566038,1,Faible
526,Kara,Atakpamé,606.0,6.9,93.0,10076.0,21.0,70.0,VIP,Samedi,Soir,Mauvaise,62.6,1,30.0,0.15346534653465346,13.478260869565217,0.1033003300330033,200.0943396226415,211596.0,87.82608695652173,1,Faible
527,Atakpamé,Atakpamé,146.0,10.2,6.0,7946.0,22.0,60.0,Climatisé,Dimanche,Soir,Mauvaise,69.8,1,36.666666666666664,0.0410958904109589,0.5882352941176471,0.4780821917808219,45.36723163841808,174812.0,14.313725490196079,0,Faible
528,Kara,Kara,281.0,4.1,16.0,6599.0,66.0,70.0,VIP,Mercredi,Après-midi,Mauvaise,73.0,2,94.28571428571428,0.05693950177935943,3.9024390243902443,0.2597864768683274,250.6216216216216,435534.0,68.53658536585367,0,Élevé
529,Dapaong,Sokodé,437.0,9.8,155.0,4302.0,14.0,50.0,Standard,Mardi,Après-midi,Bonne,47.349999999999994,4,28.000000000000004,0.35469107551487417,15.816326530612244,0.1083524027459954,126.53567735263704,60228.0,44.59183673469387,1,Faible
530,Kara,Lomé,266.0,2.9,172.0,7363.0,30.0,30.0,Climatisé,Mardi,Après-midi,Moyenne,68.1,5,100.0,0.6466165413533834,59.310344827586206,0.2560150375939849,115.48480463096962,220890.0,91.72413793103449,1,Élevé
531,Tsévié,Lomé,368.0,9.7,131.0,4233.0,30.0,30.0,VIP,Mercredi,Soir,Moyenne,35.3,2,100.0,0.35597826086956524,13.50515463917526,0.09592391304347825,304.1322314049587,126990.0,37.93814432989691,1,Élevé
532,Tsévié,Sokodé,600.0,6.9,164.0,8487.0,40.0,40.0,VIP,Lundi,Après-midi,Moyenne,17.6,4,100.0,0.2733333333333333,23.768115942028984,0.029333333333333336,1290.3225806451612,339480.0,86.95652173913044,1,Élevé
533,Lomé,Sokodé,519.0,10.2,93.0,5042.0,64.0,70.0,VIP,Mardi,Après-midi,Bonne,29.8,3,91.42857142857143,0.1791907514450867,9.11764705882353,0.05741811175337187,1078.4415584415585,322688.0,50.88235294117647,1,Élevé
534,Kara,Sokodé,496.0,7.0,47.0,11011.0,40.0,40.0,Climatisé,Vendredi,Matin,Moyenne,36.6,4,100.0,0.09475806451612903,6.714285714285714,0.07379032258064516,527.6595744680851,440440.0,70.85714285714286,1,Élevé
535,Dapaong,Dapaong,559.0,9.6,106.0,8554.0,50.0,50.0,Climatisé,Mercredi,Soir,Mauvaise,61.0,3,100.0,0.18962432915921287,11.041666666666668,0.10912343470483005,450.80645161290323,427700.0,58.22916666666667,1,Élevé
536,Tsévié,Kara,188.0,6.9,64.0,8184.0,30.0,30.0,VIP,Samedi,Soir,Mauvaise,72.3,3,100.0,0.3404255319148936,9.27536231884058,0.38457446808510637,76.94406548431105,245520.0,27.246376811594203,1,Élevé
537,Kara,Atakpamé,618.0,2.1,84.0,6730.0,36.0,50.0,VIP,Samedi,Après-midi,Moyenne,47.349999999999994,3,72.0,0.13592233009708737,40.0,0.07661812297734627,460.1447776628749,242280.0,294.2857142857143,1,Moyen
538,Lomé,Dapaong,443.0,6.9,177.0,10213.0,40.0,40.0,Standard,Lundi,Après-midi,Mauvaise,26.0,3,100.0,0.39954853273137697,25.652173913043477,0.05869074492099323,656.2962962962963,408520.0,64.20289855072464,1,Élevé
539,Lomé,Atakpamé,355.0,7.4,60.0,9154.0,40.0,40.0,Climatisé,Mercredi,Matin,Mauvaise,47.349999999999994,1,100.0,0.16901408450704225,8.108108108108107,0.13338028169014082,293.6918304033092,366160.0,47.97297297297297,1,Élevé
540,Kara,Lomé,261.0,11.0,33.0,6576.0,50.0,50.0,VIP,Samedi,Après-midi,Moyenne,58.0,2,100.0,0.12643678160919541,3.0,0.2222222222222222,221.1864406779661,328800.0,23.727272727272727,1,Élevé
541,Dapaong,Tsévié,180.0,7.3,35.0,8034.0,30.0,30.0,Standard,Mercredi,Soir,Moyenne,39.4,1,100.0,0.19444444444444445,4.794520547945206,0.21888888888888888,133.66336633663366,241020.0,24.65753424657534,1,Élevé
542,Dapaong,Lomé,614.0,11.0,92.0,5481.0,20.0,30.0,Climatisé,Mardi,Après-midi,Bonne,44.0,1,66.66666666666666,0.1498371335504886,8.363636363636363,0.07166123778501629,272.8888888888889,109620.0,55.81818181818182,1,Moyen
543,Sokodé,Lomé,389.0,6.9,82.0,2467.0,50.0,50.0,VIP,Mercredi,Soir,Mauvaise,37.8,3,100.0,0.21079691516709512,11.884057971014492,0.09717223650385604,501.2886597938145,123350.0,56.3768115942029,1,Élevé
544,Dapaong,Tsévié,276.0,6.0,124.0,11705.0,26.0,50.0,Climatisé,Mercredi,Après-midi,Mauvaise,31.2,2,52.0,0.4492753623188406,20.666666666666668,0.11304347826086956,222.85714285714283,304330.0,46.0,1,Moyen
545,Tsévié,Dapaong,469.0,6.9,92.0,10075.0,50.0,50.0,VIP,Samedi,Après-midi,Moyenne,40.3,5,100.0,0.19616204690831557,13.333333333333332,0.0859275053304904,567.7966101694916,503750.0,67.97101449275362,1,Élevé
546,Atakpamé,Lomé,505.0,5.2,73.0,5681.0,50.0,50.0,VIP,Vendredi,Matin,Mauvaise,47.349999999999994,5,100.0,0.14455445544554454,14.038461538461538,0.09376237623762375,522.2337125129267,284050.0,97.11538461538461,1,Élevé
547,Tsévié,Tsévié,273.0,5.1,28.0,3753.0,40.0,40.0,VIP,Mercredi,Après-midi,Bonne,47.349999999999994,3,100.0,0.10256410256410256,5.490196078431373,0.1734432234432234,225.85315408479838,150120.0,53.529411764705884,0,Élevé
548,Dapaong,Atakpamé,643.0,3.2,173.0,2035.0,10.0,50.0,Climatisé,Mardi,Matin,Moyenne,25.7,5,20.0,0.2690513219284603,54.0625,0.03996889580093312,240.8239700374532,20350.0,200.9375,1,Faible
549,Atakpamé,Atakpamé,400.0,3.3,127.0,5069.0,13.0,60.0,VIP,Mardi,Soir,Mauvaise,32.5,4,21.666666666666668,0.3175,38.484848484848484,0.08125,155.22388059701493,65897.0,121.21212121212122,1,Faible
550,Atakpamé,Sokodé,346.0,10.4,56.0,9096.0,50.0,50.0,VIP,Jeudi,Matin,Bonne,32.9,2,100.0,0.16184971098265896,5.384615384615384,0.09508670520231213,510.32448377581125,454800.0,33.26923076923077,1,Élevé
551,Sokodé,Lomé,420.0,9.3,52.0,6599.0,50.0,50.0,Climatisé,Mercredi,Après-midi,Mauvaise,61.9,5,100.0,0.12380952380952381,5.591397849462365,0.1473809523809524,333.86327503974564,329950.0,45.16129032258064,1,Élevé
552,Tsévié,Atakpamé,71.0,6.1,38.0,5789.0,50.0,50.0,VIP,Samedi,Après-midi,Bonne,29.7,4,100.0,0.5352112676056338,6.229508196721312,0.4183098591549296,115.63517915309447,289450.0,11.639344262295083,1,Élevé
553,Sokodé,Lomé,405.0,6.9,52.0,3248.0,58.0,60.0,VIP,Mercredi,Matin,Moyenne,60.8,5,96.66666666666667,0.12839506172839507,7.536231884057971,0.15012345679012346,380.0970873786408,188384.0,58.69565217391304,1,Élevé
554,Dapaong,Kara,249.0,3.1,131.0,6599.0,30.0,30.0,VIP,Samedi,Soir,Mauvaise,42.3,5,100.0,0.5261044176706827,42.25806451612903,0.16987951807228915,172.5173210161663,197970.0,80.32258064516128,1,Élevé
555,Dapaong,Dapaong,629.0,3.7,72.0,10264.0,66.0,70.0,Climatisé,Mardi,Soir,Moyenne,20.9,4,94.28571428571428,0.11446740858505565,19.45945945945946,0.03322734499205087,1895.6164383561645,677424.0,170.0,1,Élevé
556,Atakpamé,Kara,82.0,7.7,69.0,5961.0,38.0,40.0,Climatisé,Mardi,Soir,Mauvaise,44.8,1,95.0,0.8414634146341463,8.96103896103896,0.5463414634146341,68.0349344978166,226518.0,10.64935064935065,1,Élevé
557,Sokodé,Sokodé,379.0,2.6,139.0,2687.0,18.0,50.0,VIP,Mardi,Soir,Moyenne,36.4,5,36.0,0.36675461741424803,53.46153846153846,0.09604221635883904,182.40641711229947,48366.0,145.76923076923077,1,Faible
558,Sokodé,Kara,237.0,8.5,82.0,11596.0,30.0,30.0,Standard,Mardi,Après-midi,Mauvaise,69.1,2,100.0,0.3459915611814346,9.647058823529411,0.29156118143459914,101.42653352353781,347880.0,27.88235294117647,1,Élevé
559,Dapaong,Lomé,399.0,4.9,165.0,5197.0,13.0,70.0,VIP,Mercredi,Soir,Mauvaise,39.3,1,18.571428571428573,0.41353383458646614,33.6734693877551,0.09849624060150375,128.70967741935485,67561.0,81.42857142857142,1,Faible
560,Atakpamé,Atakpamé,369.0,6.9,93.0,8467.0,46.0,70.0,Climatisé,Vendredi,Après-midi,Bonne,33.7,4,65.71428571428571,0.25203252032520324,13.478260869565217,0.0913279132791328,489.164265129683,389482.0,53.47826086956521,1,Moyen
